1	0.968246
2	0.579601
3	0.231756
4	0.319740
5	0.177444
6	0.187861
7	0.129448
8	0.118425
9	0.090048
10	0.077277
11	0.061294
12	0.051181
13	0.041330
14	0.034111
15	0.027756
16	0.022795
17	0.018608
18	0.015250
19	0.012466
20	0.010207
21	0.008349
22	0.006833
23	0.005591
24	0.004575
25	0.003743
26	0.003063
27	0.002506
28	0.002051
29	0.001678
30	0.001373
31	0.001124
32	0.000919
33	0.000752
34	0.000616
35	0.000504
36	0.000412
37	0.000337
38	0.000276
39	0.000226
40	0.000185
41	0.000151
42	0.000124
43	0.000101
44	0.000083
