0.000000	0.000000
0.001000	0.009870
0.002000	0.019739
0.003000	0.029609
0.004000	0.039479
0.005000	0.049338
0.006000	0.059208
0.007000	0.069068
0.008000	0.078927
0.009000	0.088777
0.010000	0.098627
0.011000	0.108477
0.012000	0.118327
0.013000	0.128167
0.014000	0.137997
0.015000	0.147827
0.016000	0.157648
0.017000	0.167468
0.018000	0.177278
0.019000	0.187079
0.020000	0.196870
0.021000	0.206660
0.022000	0.216441
0.023000	0.226212
0.024000	0.235973
0.025000	0.245724
0.026000	0.255476
0.027000	0.265207
0.028000	0.274929
0.029000	0.284640
0.030000	0.294342
0.031000	0.304024
0.032000	0.313706
0.033000	0.323369
0.034000	0.333021
0.035000	0.342664
0.036000	0.352287
0.037000	0.361900
0.038000	0.371493
0.039000	0.381077
0.040000	0.390640
0.041000	0.400194
0.042000	0.409728
0.043000	0.419252
0.044000	0.428757
0.045000	0.438241
0.046000	0.447706
0.047000	0.457162
0.048000	0.466597
0.049000	0.476013
0.050000	0.485408
0.051000	0.494785
0.052000	0.504141
0.053000	0.513478
0.054000	0.522795
0.055000	0.532092
0.056000	0.541369
0.057000	0.550617
0.058000	0.559855
0.059000	0.569064
0.060000	0.578252
0.061000	0.587411
0.062000	0.596560
0.063000	0.605680
0.064000	0.614770
0.065000	0.623840
0.066000	0.632890
0.067000	0.641911
0.068000	0.650903
0.069000	0.659874
0.070000	0.668816
0.071000	0.677728
0.072000	0.686621
0.073000	0.695484
0.074000	0.704317
0.075000	0.713131
0.076000	0.721905
0.077000	0.730659
0.078000	0.739384
0.079000	0.748079
0.080000	0.756735
0.081000	0.765371
0.082000	0.773977
0.083000	0.782554
0.084000	0.791091
0.085000	0.799599
0.086000	0.808086
0.087000	0.816525
0.088000	0.824944
0.089000	0.833323
0.090000	0.841673
0.091000	0.849993
0.092000	0.858273
0.093000	0.866525
0.094000	0.874746
0.095000	0.882918
0.096000	0.891070
0.097000	0.899173
0.098000	0.907257
0.099000	0.915290
0.100000	0.923295
0.101000	0.931259
0.102000	0.939195
0.103000	0.947080
0.104000	0.954937
0.105000	0.962753
0.106000	0.970531
0.107000	0.978278
0.108000	0.985977
0.109000	0.993645
0.110000	1.001265
0.111000	1.008855
0.112000	1.016395
0.113000	1.023906
0.114000	1.031367
0.115000	1.038789
0.116000	1.046172
0.117000	1.053515
0.118000	1.060818
0.119000	1.068072
0.120000	1.075287
0.121000	1.082462
0.122000	1.089588
0.123000	1.096675
0.124000	1.103721
0.125000	1.110729
0.126000	1.117677
0.127000	1.124596
0.128000	1.131465
0.129000	1.138285
0.130000	1.145065
0.131000	1.151796
0.132000	1.158488
0.133000	1.165130
0.134000	1.171723
0.135000	1.178277
0.136000	1.184781
0.137000	1.191236
0.138000	1.197641
0.139000	1.204007
0.140000	1.210323
0.141000	1.216591
0.142000	1.222809
0.143000	1.228977
0.144000	1.235106
0.145000	1.241176
0.146000	1.247196
0.147000	1.253177
0.148000	1.259099
0.149000	1.264981
0.150000	1.270805
0.151000	1.276578
0.152000	1.282303
0.153000	1.287978
0.154000	1.293603
0.155000	1.299180
0.156000	1.304697
0.157000	1.310175
0.158000	1.315593
0.159000	1.320952
0.160000	1.326272
0.161000	1.331532
0.162000	1.336744
0.163000	1.341896
0.164000	1.347008
0.165000	1.352051
0.166000	1.357055
0.167000	1.362000
0.168000	1.366885
0.169000	1.371722
0.170000	1.376508
0.171000	1.381236
0.172000	1.385904
0.173000	1.390523
0.174000	1.395083
0.175000	1.399593
0.176000	1.404045
0.177000	1.408447
0.178000	1.412789
0.179000	1.417073
0.180000	1.421307
0.181000	1.425482
0.182000	1.429597
0.183000	1.433654
0.184000	1.437661
0.185000	1.441609
0.186000	1.445497
0.187000	1.449336
0.188000	1.453117
0.189000	1.456827
0.190000	1.460499
0.191000	1.464101
0.192000	1.467645
0.193000	1.471138
0.194000	1.474563
0.195000	1.477939
0.196000	1.481255
0.197000	1.484502
0.198000	1.487700
0.199000	1.490838
0.200000	1.493918
0.201000	1.496938
0.202000	1.499899
0.203000	1.502800
0.204000	1.505643
0.205000	1.508426
0.206000	1.511150
0.207000	1.513815
0.208000	1.516420
0.209000	1.518967
0.210000	1.521454
0.211000	1.523872
0.212000	1.526241
0.213000	1.528540
0.214000	1.530791
0.215000	1.532972
0.216000	1.535094
0.217000	1.537156
0.218000	1.539160
0.219000	1.541094
0.220000	1.542980
0.221000	1.544796
0.222000	1.546552
0.223000	1.548250
0.224000	1.549888
0.225000	1.551458
0.226000	1.552977
0.227000	1.554428
0.228000	1.555820
0.229000	1.557152
0.230000	1.558416
0.231000	1.559620
0.232000	1.560765
0.233000	1.561850
0.234000	1.562867
0.235000	1.563834
0.236000	1.564732
0.237000	1.565561
0.238000	1.566341
0.239000	1.567052
0.240000	1.567703
0.241000	1.568295
0.242000	1.568818
0.243000	1.569282
